1.0,1.0,119.545166015625,846.50537109375,531.4567260742188,1075.43701171875,1,-1,-1,-1
1.0,2.0,1055.582275390625,141.13108825683594,1181.9466552734375,211.58065795898438,1,-1,-1,-1
1.0,3.0,1566.0179443359375,535.8347778320312,1672.7640380859375,717.4378662109375,1,-1,-1,-1
1.0,4.0,1019.3193969726562,620.8370971679688,1124.6390380859375,817.5172729492188,1,-1,-1,-1
1.0,5.0,1832.5902099609375,645.2000122070312,1919.8095703125,832.380859375,1,-1,-1,-1
1.0,6.0,728.6613159179688,272.82568359375,801.818115234375,388.7500305175781,1,-1,-1,-1
1.0,7.0,821.4391479492188,194.2203826904297,872.7321166992188,276.00726318359375,1,-1,-1,-1
1.0,8.0,989.3388671875,390.1430969238281,1057.680419921875,491.3828430175781,1,-1,-1,-1
1.0,9.0,881.2959594726562,277.4600830078125,940.9464111328125,369.9115905761719,1,-1,-1,-1
1.0,10.0,927.5765991210938,138.01602172851562,976.4998168945312,171.57435607910156,1,-1,-1,-1
1.0,11.0,1769.323974609375,342.6889343261719,1850.990478515625,438.5855712890625,1,-1,-1,-1
1.0,12.0,884.0095825195312,164.76187133789062,929.3171997070312,213.24000549316406,1,-1,-1,-1
1.0,13.0,1479.6307373046875,193.62286376953125,1531.2412109375,292.1313171386719,1,-1,-1,-1
1.0,14.0,1441.0284423828125,136.14004516601562,1479.9228515625,188.8165740966797,1,-1,-1,-1
2.0,1.0,118.61199874843044,831.0245679114475,560.584242646117,1077.3517804106405,1,-1,-1,-1
2.0,2.0,1055.4129748189946,141.00442391387688,1180.0434591944352,210.42085694872642,1,-1,-1,-1
2.0,3.0,1561.814872228624,526.5593357559078,1668.7682223445938,708.5834910495223,1,-1,-1,-1
2.0,4.0,1021.2588269868698,611.4896764834066,1127.9513453037746,810.8311540587874,1,-1,-1,-1
2.0,5.0,1827.0145733361642,636.7795743075285,1915.8562772820565,827.0601095404506,1,-1,-1,-1
2.0,6.0,730.480422441475,275.96525384571925,800.4106479638388,386.7499626727144,1,-1,-1,-1
2.0,7.0,820.6177203068497,189.04765508982763,873.1362908630882,272.8936454836002,1,-1,-1,-1
2.0,8.0,985.9243719286591,379.37681314767883,1059.178292735113,488.0098586910027,1,-1,-1,-1
2.0,9.0,882.049095631547,279.4827931301653,938.4192326710098,366.82122424417287,1,-1,-1,-1
2.0,10.0,927.7867999431097,137.93188779216166,976.3188524167819,171.21748200723948,1,-1,-1,-1
2.0,11.0,1769.6944384156093,343.5379005621287,1850.1699233079833,438.0132380714101,1,-1,-1,-1
2.0,12.0,882.0729488761295,164.83901397452868,926.9207634939311,212.8233478640722,1,-1,-1,-1
2.0,13.0,1476.3107520906951,195.21445698383425,1525.7681537557664,289.55131568593424,1,-1,-1,-1
2.0,14.0,1440.0492797251495,136.68602859875386,1477.8528541849746,187.89286186281316,1,-1,-1,-1
3.0,1.0,107.68282915665836,817.0734029653086,567.8133895734361,1074.4846301292082,1,-1,-1,-1
3.0,3.0,1557.6710505786275,514.6044323525541,1666.9130880691134,700.7190318946205,1,-1,-1,-1
3.0,4.0,1022.3124011687806,611.3704506417234,1126.0591850134776,805.0055411503831,1,-1,-1,-1
3.0,5.0,1824.8282322402865,627.7716601111508,1914.8597164642379,820.0337949261541,1,-1,-1,-1
3.0,6.0,733.990636622992,278.924395739856,800.7051368360367,384.6086985183399,1,-1,-1,-1
3.0,7.0,823.0094304948088,189.1326126651295,874.5528287582697,271.45847002678425,1,-1,-1,-1
3.0,8.0,986.8984157906918,377.0250303591007,1059.5846321066108,484.9320411396635,1,-1,-1,-1
3.0,9.0,883.4897709573685,279.29508848208667,938.6379209803807,364.5243725231514,1,-1,-1,-1
3.0,10.0,928.6737739790519,137.98284599056413,978.1677172550603,171.9578160419828,1,-1,-1,-1
3.0,11.0,1772.2211286097572,347.5244321225393,1850.5247597833,439.4539387753659,1,-1,-1,-1
3.0,12.0,881.9713770527064,164.02304938488254,927.415274716561,212.62875888187926,1,-1,-1,-1
3.0,13.0,1475.122555466684,195.71717844969572,1523.511009677829,287.94027931503183,1,-1,-1,-1
3.0,14.0,1440.480570465554,136.81553127258303,1478.0988918351043,187.77028859078257,1,-1,-1,-1
4.0,1.0,96.36151102385028,800.6593082981977,584.7688647563195,1075.8788430139605,1,-1,-1,-1
4.0,3.0,1554.0622897625822,509.5303375660475,1661.0123955126442,691.5904783383345,1,-1,-1,-1
4.0,4.0,1024.6429548385966,606.5369796018488,1127.8557731596836,798.5240019701796,1,-1,-1,-1
4.0,5.0,1819.6013192257024,623.7974721479261,1908.9671715577874,812.9682344625858,1,-1,-1,-1
4.0,6.0,735.405553971705,277.74374946200965,800.8597429307839,381.36013661822176,1,-1,-1,-1
4.0,7.0,824.2284332382288,191.5799848195447,873.8812572345729,270.69209821442064,1,-1,-1,-1
4.0,8.0,986.4712992077843,373.9614226950546,1059.567894848232,482.3560479117431,1,-1,-1,-1
4.0,9.0,881.7091916135458,272.6962492318542,940.3919347227037,363.18160615391145,1,-1,-1,-1
4.0,10.0,929.0256744264988,138.4421949891927,978.9174067066864,172.72345525723424,1,-1,-1,-1
4.0,11.0,1772.1390915068575,349.037953186242,1850.8948698837519,441.52354837260384,1,-1,-1,-1
4.0,12.0,881.2643238785292,165.88647250793082,925.34546570106,212.95928372705413,1,-1,-1,-1
4.0,13.0,1471.6170811330335,192.90751997950528,1520.9231013935646,286.7384202463037,1,-1,-1,-1
4.0,14.0,1440.419102311068,137.16923030620032,1478.9403863884304,189.05024909487693,1,-1,-1,-1
5.0,1.0,97.32262049768775,788.3474686257599,598.5353075964367,1073.8404474163594,1,-1,-1,-1
5.0,3.0,1552.707884945765,503.7178570265223,1656.5140758917025,680.4241417200951,1,-1,-1,-1
5.0,4.0,1026.8651243386269,602.2189454105343,1128.9930037895235,791.5979100886979,1,-1,-1,-1
5.0,5.0,1813.6570123658576,618.306669720703,1902.3667586883648,804.4998887679374,1,-1,-1,-1
